B	eps
10.0959	-0.00584138
10.0959	-0.00584138
10.0961	-0.00580706
10.0961	-0.00580706
10.0961	-0.00580706
10.0943	-0.00573743
10.0943	-0.00573743
10.0949	-0.00584839
10.0949	-0.00584839
10.0949	-0.00584839
10.0932	-0.00516372
10.0925	-0.00491601
10.0925	-0.00491601
10.0925	-0.00491601
10.0925	-0.00491601
10.0925	-0.00491601
10.0936	-0.00500954
10.0936	-0.00500954
10.0936	-0.00500954
10.0918	-0.00517406
10.092	-0.00435875
10.092	-0.00435875
10.092	-0.00435875
10.092	-0.00435875
10.092	-0.00435875
10.092	-0.00435875
10.0904	-0.00466736
10.0915	-0.0051275
10.0913	-0.00527112
10.0913	-0.00527112
10.0913	-0.00527112
10.0928	-0.00532511
10.0934	-0.00514018
10.093	-0.00492978
10.0935	-0.00412575
10.0935	-0.00412575
10.0935	-0.00412575
10.0935	-0.00412575
10.0947	-0.00404185
10.0947	-0.00404185
10.0929	-0.0041419
10.0923	-0.00391458
10.0923	-0.00391458
10.0923	-0.00391458
10.0929	-0.00411704
10.0929	-0.00411704
10.0932	-0.00434497
10.0933	-0.00396188
10.0945	-0.00365697
10.0953	-0.00406383
10.0953	-0.00406383
